Date_Key,Year,Quarter,Month_Num,Month_Name,Year_Month,Day_Name,Is_Weekend,Is_Complete_Month,Date
20220208,2022,Q1,2,Feb,2022-02,Tuesday,0,1,2022-02-08
20220209,2022,Q1,2,Feb,2022-02,Wednesday,0,1,2022-02-09
20220210,2022,Q1,2,Feb,2022-02,Thursday,0,1,2022-02-10
20220211,2022,Q1,2,Feb,2022-02,Friday,0,1,2022-02-11
20220212,2022,Q1,2,Feb,2022-02,Saturday,1,1,2022-02-12
20220213,2022,Q1,2,Feb,2022-02,Sunday,1,1,2022-02-13
20220214,2022,Q1,2,Feb,2022-02,Monday,0,1,2022-02-14
20220215,2022,Q1,2,Feb,2022-02,Tuesday,0,1,2022-02-15
20220216,2022,Q1,2,Feb,2022-02,Wednesday,0,1,2022-02-16
20220217,2022,Q1,2,Feb,2022-02,Thursday,0,1,2022-02-17
20220218,2022,Q1,2,Feb,2022-02,Friday,0,1,2022-02-18
20220219,2022,Q1,2,Feb,2022-02,Saturday,1,1,2022-02-19
20220220,2022,Q1,2,Feb,2022-02,Sunday,1,1,2022-02-20
20220221,2022,Q1,2,Feb,2022-02,Monday,0,1,2022-02-21
20220222,2022,Q1,2,Feb,2022-02,Tuesday,0,1,2022-02-22
20220223,2022,Q1,2,Feb,2022-02,Wednesday,0,1,2022-02-23
20220224,2022,Q1,2,Feb,2022-02,Thursday,0,1,2022-02-24
20220225,2022,Q1,2,Feb,2022-02,Friday,0,1,2022-02-25
20220226,2022,Q1,2,Feb,2022-02,Saturday,1,1,2022-02-26
20220227,2022,Q1,2,Feb,2022-02,Sunday,1,1,2022-02-27
20220228,2022,Q1,2,Feb,2022-02,Monday,0,1,2022-02-28
20220301,2022,Q1,3,Mar,2022-03,Tuesday,0,1,2022-03-01
20220302,2022,Q1,3,Mar,2022-03,Wednesday,0,1,2022-03-02
20220303,2022,Q1,3,Mar,2022-03,Thursday,0,1,2022-03-03
20220304,2022,Q1,3,Mar,2022-03,Friday,0,1,2022-03-04
20220305,2022,Q1,3,Mar,2022-03,Saturday,1,1,2022-03-05
20220306,2022,Q1,3,Mar,2022-03,Sunday,1,1,2022-03-06
20220307,2022,Q1,3,Mar,2022-03,Monday,0,1,2022-03-07
20220308,2022,Q1,3,Mar,2022-03,Tuesday,0,1,2022-03-08
20220309,2022,Q1,3,Mar,2022-03,Wednesday,0,1,2022-03-09
20220310,2022,Q1,3,Mar,2022-03,Thursday,0,1,2022-03-10
20220311,2022,Q1,3,Mar,2022-03,Friday,0,1,2022-03-11
20220312,2022,Q1,3,Mar,2022-03,Saturday,1,1,2022-03-12
20220313,2022,Q1,3,Mar,2022-03,Sunday,1,1,2022-03-13
20220314,2022,Q1,3,Mar,2022-03,Monday,0,1,2022-03-14
20220315,2022,Q1,3,Mar,2022-03,Tuesday,0,1,2022-03-15
20220316,2022,Q1,3,Mar,2022-03,Wednesday,0,1,2022-03-16
20220317,2022,Q1,3,Mar,2022-03,Thursday,0,1,2022-03-17
20220318,2022,Q1,3,Mar,2022-03,Friday,0,1,2022-03-18
20220319,2022,Q1,3,Mar,2022-03,Saturday,1,1,2022-03-19
20220320,2022,Q1,3,Mar,2022-03,Sunday,1,1,2022-03-20
20220321,2022,Q1,3,Mar,2022-03,Monday,0,1,2022-03-21
20220322,2022,Q1,3,Mar,2022-03,Tuesday,0,1,2022-03-22
20220323,2022,Q1,3,Mar,2022-03,Wednesday,0,1,2022-03-23
20220324,2022,Q1,3,Mar,2022-03,Thursday,0,1,2022-03-24
20220325,2022,Q1,3,Mar,2022-03,Friday,0,1,2022-03-25
20220326,2022,Q1,3,Mar,2022-03,Saturday,1,1,2022-03-26
20220327,2022,Q1,3,Mar,2022-03,Sunday,1,1,2022-03-27
20220328,2022,Q1,3,Mar,2022-03,Monday,0,1,2022-03-28
20220329,2022,Q1,3,Mar,2022-03,Tuesday,0,1,2022-03-29
20220330,2022,Q1,3,Mar,2022-03,Wednesday,0,1,2022-03-30
20220331,2022,Q1,3,Mar,2022-03,Thursday,0,1,2022-03-31
20220401,2022,Q2,4,Apr,2022-04,Friday,0,1,2022-04-01
20220402,2022,Q2,4,Apr,2022-04,Saturday,1,1,2022-04-02
20220403,2022,Q2,4,Apr,2022-04,Sunday,1,1,2022-04-03
20220404,2022,Q2,4,Apr,2022-04,Monday,0,1,2022-04-04
20220405,2022,Q2,4,Apr,2022-04,Tuesday,0,1,2022-04-05
20220406,2022,Q2,4,Apr,2022-04,Wednesday,0,1,2022-04-06
20220407,2022,Q2,4,Apr,2022-04,Thursday,0,1,2022-04-07
20220408,2022,Q2,4,Apr,2022-04,Friday,0,1,2022-04-08
20220409,2022,Q2,4,Apr,2022-04,Saturday,1,1,2022-04-09
20220410,2022,Q2,4,Apr,2022-04,Sunday,1,1,2022-04-10
20220411,2022,Q2,4,Apr,2022-04,Monday,0,1,2022-04-11
20220412,2022,Q2,4,Apr,2022-04,Tuesday,0,1,2022-04-12
20220413,2022,Q2,4,Apr,2022-04,Wednesday,0,1,2022-04-13
20220414,2022,Q2,4,Apr,2022-04,Thursday,0,1,2022-04-14
20220415,2022,Q2,4,Apr,2022-04,Friday,0,1,2022-04-15
20220416,2022,Q2,4,Apr,2022-04,Saturday,1,1,2022-04-16
20220417,2022,Q2,4,Apr,2022-04,Sunday,1,1,2022-04-17
20220418,2022,Q2,4,Apr,2022-04,Monday,0,1,2022-04-18
20220419,2022,Q2,4,Apr,2022-04,Tuesday,0,1,2022-04-19
20220420,2022,Q2,4,Apr,2022-04,Wednesday,0,1,2022-04-20
20220421,2022,Q2,4,Apr,2022-04,Thursday,0,1,2022-04-21
20220422,2022,Q2,4,Apr,2022-04,Friday,0,1,2022-04-22
20220423,2022,Q2,4,Apr,2022-04,Saturday,1,1,2022-04-23
20220424,2022,Q2,4,Apr,2022-04,Sunday,1,1,2022-04-24
20220425,2022,Q2,4,Apr,2022-04,Monday,0,1,2022-04-25
20220426,2022,Q2,4,Apr,2022-04,Tuesday,0,1,2022-04-26
20220427,2022,Q2,4,Apr,2022-04,Wednesday,0,1,2022-04-27
20220428,2022,Q2,4,Apr,2022-04,Thursday,0,1,2022-04-28
20220429,2022,Q2,4,Apr,2022-04,Friday,0,1,2022-04-29
20220430,2022,Q2,4,Apr,2022-04,Saturday,1,1,2022-04-30
20220501,2022,Q2,5,May,2022-05,Sunday,1,1,2022-05-01
20220502,2022,Q2,5,May,2022-05,Monday,0,1,2022-05-02
20220503,2022,Q2,5,May,2022-05,Tuesday,0,1,2022-05-03
20220504,2022,Q2,5,May,2022-05,Wednesday,0,1,2022-05-04
20220505,2022,Q2,5,May,2022-05,Thursday,0,1,2022-05-05
20220506,2022,Q2,5,May,2022-05,Friday,0,1,2022-05-06
20220507,2022,Q2,5,May,2022-05,Saturday,1,1,2022-05-07
20220508,2022,Q2,5,May,2022-05,Sunday,1,1,2022-05-08
20220509,2022,Q2,5,May,2022-05,Monday,0,1,2022-05-09
20220510,2022,Q2,5,May,2022-05,Tuesday,0,1,2022-05-10
20220511,2022,Q2,5,May,2022-05,Wednesday,0,1,2022-05-11
20220512,2022,Q2,5,May,2022-05,Thursday,0,1,2022-05-12
20220513,2022,Q2,5,May,2022-05,Friday,0,1,2022-05-13
20220514,2022,Q2,5,May,2022-05,Saturday,1,1,2022-05-14
20220515,2022,Q2,5,May,2022-05,Sunday,1,1,2022-05-15
20220516,2022,Q2,5,May,2022-05,Monday,0,1,2022-05-16
20220517,2022,Q2,5,May,2022-05,Tuesday,0,1,2022-05-17
20220518,2022,Q2,5,May,2022-05,Wednesday,0,1,2022-05-18
20220519,2022,Q2,5,May,2022-05,Thursday,0,1,2022-05-19
20220520,2022,Q2,5,May,2022-05,Friday,0,1,2022-05-20
20220521,2022,Q2,5,May,2022-05,Saturday,1,1,2022-05-21
20220522,2022,Q2,5,May,2022-05,Sunday,1,1,2022-05-22
20220523,2022,Q2,5,May,2022-05,Monday,0,1,2022-05-23
20220524,2022,Q2,5,May,2022-05,Tuesday,0,1,2022-05-24
20220525,2022,Q2,5,May,2022-05,Wednesday,0,1,2022-05-25
20220526,2022,Q2,5,May,2022-05,Thursday,0,1,2022-05-26
20220527,2022,Q2,5,May,2022-05,Friday,0,1,2022-05-27
20220528,2022,Q2,5,May,2022-05,Saturday,1,1,2022-05-28
20220529,2022,Q2,5,May,2022-05,Sunday,1,1,2022-05-29
20220530,2022,Q2,5,May,2022-05,Monday,0,1,2022-05-30
20220531,2022,Q2,5,May,2022-05,Tuesday,0,1,2022-05-31
20220601,2022,Q2,6,Jun,2022-06,Wednesday,0,1,2022-06-01
20220602,2022,Q2,6,Jun,2022-06,Thursday,0,1,2022-06-02
20220603,2022,Q2,6,Jun,2022-06,Friday,0,1,2022-06-03
20220604,2022,Q2,6,Jun,2022-06,Saturday,1,1,2022-06-04
20220605,2022,Q2,6,Jun,2022-06,Sunday,1,1,2022-06-05
20220606,2022,Q2,6,Jun,2022-06,Monday,0,1,2022-06-06
20220607,2022,Q2,6,Jun,2022-06,Tuesday,0,1,2022-06-07
20220608,2022,Q2,6,Jun,2022-06,Wednesday,0,1,2022-06-08
20220609,2022,Q2,6,Jun,2022-06,Thursday,0,1,2022-06-09
20220610,2022,Q2,6,Jun,2022-06,Friday,0,1,2022-06-10
20220611,2022,Q2,6,Jun,2022-06,Saturday,1,1,2022-06-11
20220612,2022,Q2,6,Jun,2022-06,Sunday,1,1,2022-06-12
20220613,2022,Q2,6,Jun,2022-06,Monday,0,1,2022-06-13
20220614,2022,Q2,6,Jun,2022-06,Tuesday,0,1,2022-06-14
20220615,2022,Q2,6,Jun,2022-06,Wednesday,0,1,2022-06-15
20220616,2022,Q2,6,Jun,2022-06,Thursday,0,1,2022-06-16
20220617,2022,Q2,6,Jun,2022-06,Friday,0,1,2022-06-17
20220618,2022,Q2,6,Jun,2022-06,Saturday,1,1,2022-06-18
20220619,2022,Q2,6,Jun,2022-06,Sunday,1,1,2022-06-19
20220620,2022,Q2,6,Jun,2022-06,Monday,0,1,2022-06-20
20220621,2022,Q2,6,Jun,2022-06,Tuesday,0,1,2022-06-21
20220622,2022,Q2,6,Jun,2022-06,Wednesday,0,1,2022-06-22
20220623,2022,Q2,6,Jun,2022-06,Thursday,0,1,2022-06-23
20220624,2022,Q2,6,Jun,2022-06,Friday,0,1,2022-06-24
20220625,2022,Q2,6,Jun,2022-06,Saturday,1,1,2022-06-25
20220626,2022,Q2,6,Jun,2022-06,Sunday,1,1,2022-06-26
20220627,2022,Q2,6,Jun,2022-06,Monday,0,1,2022-06-27
20220628,2022,Q2,6,Jun,2022-06,Tuesday,0,1,2022-06-28
20220629,2022,Q2,6,Jun,2022-06,Wednesday,0,1,2022-06-29
20220630,2022,Q2,6,Jun,2022-06,Thursday,0,1,2022-06-30
20220701,2022,Q3,7,Jul,2022-07,Friday,0,1,2022-07-01
20220702,2022,Q3,7,Jul,2022-07,Saturday,1,1,2022-07-02
20220703,2022,Q3,7,Jul,2022-07,Sunday,1,1,2022-07-03
20220704,2022,Q3,7,Jul,2022-07,Monday,0,1,2022-07-04
20220705,2022,Q3,7,Jul,2022-07,Tuesday,0,1,2022-07-05
20220706,2022,Q3,7,Jul,2022-07,Wednesday,0,1,2022-07-06
20220707,2022,Q3,7,Jul,2022-07,Thursday,0,1,2022-07-07
20220708,2022,Q3,7,Jul,2022-07,Friday,0,1,2022-07-08
20220709,2022,Q3,7,Jul,2022-07,Saturday,1,1,2022-07-09
20220710,2022,Q3,7,Jul,2022-07,Sunday,1,1,2022-07-10
20220711,2022,Q3,7,Jul,2022-07,Monday,0,1,2022-07-11
20220712,2022,Q3,7,Jul,2022-07,Tuesday,0,1,2022-07-12
20220713,2022,Q3,7,Jul,2022-07,Wednesday,0,1,2022-07-13
20220714,2022,Q3,7,Jul,2022-07,Thursday,0,1,2022-07-14
20220715,2022,Q3,7,Jul,2022-07,Friday,0,1,2022-07-15
20220716,2022,Q3,7,Jul,2022-07,Saturday,1,1,2022-07-16
20220717,2022,Q3,7,Jul,2022-07,Sunday,1,1,2022-07-17
20220718,2022,Q3,7,Jul,2022-07,Monday,0,1,2022-07-18
20220719,2022,Q3,7,Jul,2022-07,Tuesday,0,1,2022-07-19
20220720,2022,Q3,7,Jul,2022-07,Wednesday,0,1,2022-07-20
20220721,2022,Q3,7,Jul,2022-07,Thursday,0,1,2022-07-21
20220722,2022,Q3,7,Jul,2022-07,Friday,0,1,2022-07-22
20220723,2022,Q3,7,Jul,2022-07,Saturday,1,1,2022-07-23
20220724,2022,Q3,7,Jul,2022-07,Sunday,1,1,2022-07-24
20220725,2022,Q3,7,Jul,2022-07,Monday,0,1,2022-07-25
20220726,2022,Q3,7,Jul,2022-07,Tuesday,0,1,2022-07-26
20220727,2022,Q3,7,Jul,2022-07,Wednesday,0,1,2022-07-27
20220728,2022,Q3,7,Jul,2022-07,Thursday,0,1,2022-07-28
20220729,2022,Q3,7,Jul,2022-07,Friday,0,1,2022-07-29
20220730,2022,Q3,7,Jul,2022-07,Saturday,1,1,2022-07-30
20220731,2022,Q3,7,Jul,2022-07,Sunday,1,1,2022-07-31
20220801,2022,Q3,8,Aug,2022-08,Monday,0,1,2022-08-01
20220802,2022,Q3,8,Aug,2022-08,Tuesday,0,1,2022-08-02
20220803,2022,Q3,8,Aug,2022-08,Wednesday,0,1,2022-08-03
20220804,2022,Q3,8,Aug,2022-08,Thursday,0,1,2022-08-04
20220805,2022,Q3,8,Aug,2022-08,Friday,0,1,2022-08-05
20220806,2022,Q3,8,Aug,2022-08,Saturday,1,1,2022-08-06
20220807,2022,Q3,8,Aug,2022-08,Sunday,1,1,2022-08-07
20220808,2022,Q3,8,Aug,2022-08,Monday,0,1,2022-08-08
20220809,2022,Q3,8,Aug,2022-08,Tuesday,0,1,2022-08-09
20220810,2022,Q3,8,Aug,2022-08,Wednesday,0,1,2022-08-10
20220811,2022,Q3,8,Aug,2022-08,Thursday,0,1,2022-08-11
20220812,2022,Q3,8,Aug,2022-08,Friday,0,1,2022-08-12
20220813,2022,Q3,8,Aug,2022-08,Saturday,1,1,2022-08-13
20220814,2022,Q3,8,Aug,2022-08,Sunday,1,1,2022-08-14
20220815,2022,Q3,8,Aug,2022-08,Monday,0,1,2022-08-15
20220816,2022,Q3,8,Aug,2022-08,Tuesday,0,1,2022-08-16
20220817,2022,Q3,8,Aug,2022-08,Wednesday,0,1,2022-08-17
20220818,2022,Q3,8,Aug,2022-08,Thursday,0,1,2022-08-18
20220819,2022,Q3,8,Aug,2022-08,Friday,0,1,2022-08-19
20220820,2022,Q3,8,Aug,2022-08,Saturday,1,1,2022-08-20
20220821,2022,Q3,8,Aug,2022-08,Sunday,1,1,2022-08-21
20220822,2022,Q3,8,Aug,2022-08,Monday,0,1,2022-08-22
20220823,2022,Q3,8,Aug,2022-08,Tuesday,0,1,2022-08-23
20220824,2022,Q3,8,Aug,2022-08,Wednesday,0,1,2022-08-24
20220825,2022,Q3,8,Aug,2022-08,Thursday,0,1,2022-08-25
20220826,2022,Q3,8,Aug,2022-08,Friday,0,1,2022-08-26
20220827,2022,Q3,8,Aug,2022-08,Saturday,1,1,2022-08-27
20220828,2022,Q3,8,Aug,2022-08,Sunday,1,1,2022-08-28
20220829,2022,Q3,8,Aug,2022-08,Monday,0,1,2022-08-29
20220830,2022,Q3,8,Aug,2022-08,Tuesday,0,1,2022-08-30
20220831,2022,Q3,8,Aug,2022-08,Wednesday,0,1,2022-08-31
20220901,2022,Q3,9,Sep,2022-09,Thursday,0,1,2022-09-01
20220902,2022,Q3,9,Sep,2022-09,Friday,0,1,2022-09-02
20220903,2022,Q3,9,Sep,2022-09,Saturday,1,1,2022-09-03
20220904,2022,Q3,9,Sep,2022-09,Sunday,1,1,2022-09-04
20220905,2022,Q3,9,Sep,2022-09,Monday,0,1,2022-09-05
20220906,2022,Q3,9,Sep,2022-09,Tuesday,0,1,2022-09-06
20220907,2022,Q3,9,Sep,2022-09,Wednesday,0,1,2022-09-07
20220908,2022,Q3,9,Sep,2022-09,Thursday,0,1,2022-09-08
20220909,2022,Q3,9,Sep,2022-09,Friday,0,1,2022-09-09
20220910,2022,Q3,9,Sep,2022-09,Saturday,1,1,2022-09-10
20220911,2022,Q3,9,Sep,2022-09,Sunday,1,1,2022-09-11
20220912,2022,Q3,9,Sep,2022-09,Monday,0,1,2022-09-12
20220913,2022,Q3,9,Sep,2022-09,Tuesday,0,1,2022-09-13
20220914,2022,Q3,9,Sep,2022-09,Wednesday,0,1,2022-09-14
20220915,2022,Q3,9,Sep,2022-09,Thursday,0,1,2022-09-15
20220916,2022,Q3,9,Sep,2022-09,Friday,0,1,2022-09-16
20220917,2022,Q3,9,Sep,2022-09,Saturday,1,1,2022-09-17
20220918,2022,Q3,9,Sep,2022-09,Sunday,1,1,2022-09-18
20220919,2022,Q3,9,Sep,2022-09,Monday,0,1,2022-09-19
20220920,2022,Q3,9,Sep,2022-09,Tuesday,0,1,2022-09-20
20220921,2022,Q3,9,Sep,2022-09,Wednesday,0,1,2022-09-21
20220922,2022,Q3,9,Sep,2022-09,Thursday,0,1,2022-09-22
20220923,2022,Q3,9,Sep,2022-09,Friday,0,1,2022-09-23
20220924,2022,Q3,9,Sep,2022-09,Saturday,1,1,2022-09-24
20220925,2022,Q3,9,Sep,2022-09,Sunday,1,1,2022-09-25
20220926,2022,Q3,9,Sep,2022-09,Monday,0,1,2022-09-26
20220927,2022,Q3,9,Sep,2022-09,Tuesday,0,1,2022-09-27
20220928,2022,Q3,9,Sep,2022-09,Wednesday,0,1,2022-09-28
20220929,2022,Q3,9,Sep,2022-09,Thursday,0,1,2022-09-29
20220930,2022,Q3,9,Sep,2022-09,Friday,0,1,2022-09-30
20221001,2022,Q4,10,Oct,2022-10,Saturday,1,1,2022-10-01
20221002,2022,Q4,10,Oct,2022-10,Sunday,1,1,2022-10-02
20221003,2022,Q4,10,Oct,2022-10,Monday,0,1,2022-10-03
20221004,2022,Q4,10,Oct,2022-10,Tuesday,0,1,2022-10-04
20221005,2022,Q4,10,Oct,2022-10,Wednesday,0,1,2022-10-05
20221006,2022,Q4,10,Oct,2022-10,Thursday,0,1,2022-10-06
20221007,2022,Q4,10,Oct,2022-10,Friday,0,1,2022-10-07
20221008,2022,Q4,10,Oct,2022-10,Saturday,1,1,2022-10-08
20221009,2022,Q4,10,Oct,2022-10,Sunday,1,1,2022-10-09
20221010,2022,Q4,10,Oct,2022-10,Monday,0,1,2022-10-10
20221011,2022,Q4,10,Oct,2022-10,Tuesday,0,1,2022-10-11
20221012,2022,Q4,10,Oct,2022-10,Wednesday,0,1,2022-10-12
20221013,2022,Q4,10,Oct,2022-10,Thursday,0,1,2022-10-13
20221014,2022,Q4,10,Oct,2022-10,Friday,0,1,2022-10-14
20221015,2022,Q4,10,Oct,2022-10,Saturday,1,1,2022-10-15
20221016,2022,Q4,10,Oct,2022-10,Sunday,1,1,2022-10-16
20221017,2022,Q4,10,Oct,2022-10,Monday,0,1,2022-10-17
20221018,2022,Q4,10,Oct,2022-10,Tuesday,0,1,2022-10-18
20221019,2022,Q4,10,Oct,2022-10,Wednesday,0,1,2022-10-19
20221020,2022,Q4,10,Oct,2022-10,Thursday,0,1,2022-10-20
20221021,2022,Q4,10,Oct,2022-10,Friday,0,1,2022-10-21
20221022,2022,Q4,10,Oct,2022-10,Saturday,1,1,2022-10-22
20221023,2022,Q4,10,Oct,2022-10,Sunday,1,1,2022-10-23
20221024,2022,Q4,10,Oct,2022-10,Monday,0,1,2022-10-24
20221025,2022,Q4,10,Oct,2022-10,Tuesday,0,1,2022-10-25
20221026,2022,Q4,10,Oct,2022-10,Wednesday,0,1,2022-10-26
20221027,2022,Q4,10,Oct,2022-10,Thursday,0,1,2022-10-27
20221028,2022,Q4,10,Oct,2022-10,Friday,0,1,2022-10-28
20221029,2022,Q4,10,Oct,2022-10,Saturday,1,1,2022-10-29
20221030,2022,Q4,10,Oct,2022-10,Sunday,1,1,2022-10-30
20221031,2022,Q4,10,Oct,2022-10,Monday,0,1,2022-10-31
20221101,2022,Q4,11,Nov,2022-11,Tuesday,0,1,2022-11-01
20221102,2022,Q4,11,Nov,2022-11,Wednesday,0,1,2022-11-02
20221103,2022,Q4,11,Nov,2022-11,Thursday,0,1,2022-11-03
20221104,2022,Q4,11,Nov,2022-11,Friday,0,1,2022-11-04
20221105,2022,Q4,11,Nov,2022-11,Saturday,1,1,2022-11-05
20221106,2022,Q4,11,Nov,2022-11,Sunday,1,1,2022-11-06
20221107,2022,Q4,11,Nov,2022-11,Monday,0,1,2022-11-07
20221108,2022,Q4,11,Nov,2022-11,Tuesday,0,1,2022-11-08
20221109,2022,Q4,11,Nov,2022-11,Wednesday,0,1,2022-11-09
20221110,2022,Q4,11,Nov,2022-11,Thursday,0,1,2022-11-10
20221111,2022,Q4,11,Nov,2022-11,Friday,0,1,2022-11-11
20221112,2022,Q4,11,Nov,2022-11,Saturday,1,1,2022-11-12
20221113,2022,Q4,11,Nov,2022-11,Sunday,1,1,2022-11-13
20221114,2022,Q4,11,Nov,2022-11,Monday,0,1,2022-11-14
20221115,2022,Q4,11,Nov,2022-11,Tuesday,0,1,2022-11-15
20221116,2022,Q4,11,Nov,2022-11,Wednesday,0,1,2022-11-16
20221117,2022,Q4,11,Nov,2022-11,Thursday,0,1,2022-11-17
20221118,2022,Q4,11,Nov,2022-11,Friday,0,1,2022-11-18
20221119,2022,Q4,11,Nov,2022-11,Saturday,1,1,2022-11-19
20221120,2022,Q4,11,Nov,2022-11,Sunday,1,1,2022-11-20
20221121,2022,Q4,11,Nov,2022-11,Monday,0,1,2022-11-21
20221122,2022,Q4,11,Nov,2022-11,Tuesday,0,1,2022-11-22
20221123,2022,Q4,11,Nov,2022-11,Wednesday,0,1,2022-11-23
20221124,2022,Q4,11,Nov,2022-11,Thursday,0,1,2022-11-24
20221125,2022,Q4,11,Nov,2022-11,Friday,0,1,2022-11-25
20221126,2022,Q4,11,Nov,2022-11,Saturday,1,1,2022-11-26
20221127,2022,Q4,11,Nov,2022-11,Sunday,1,1,2022-11-27
20221128,2022,Q4,11,Nov,2022-11,Monday,0,1,2022-11-28
20221129,2022,Q4,11,Nov,2022-11,Tuesday,0,1,2022-11-29
20221130,2022,Q4,11,Nov,2022-11,Wednesday,0,1,2022-11-30
20221201,2022,Q4,12,Dec,2022-12,Thursday,0,1,2022-12-01
20221202,2022,Q4,12,Dec,2022-12,Friday,0,1,2022-12-02
20221203,2022,Q4,12,Dec,2022-12,Saturday,1,1,2022-12-03
20221204,2022,Q4,12,Dec,2022-12,Sunday,1,1,2022-12-04
20221205,2022,Q4,12,Dec,2022-12,Monday,0,1,2022-12-05
20221206,2022,Q4,12,Dec,2022-12,Tuesday,0,1,2022-12-06
20221207,2022,Q4,12,Dec,2022-12,Wednesday,0,1,2022-12-07
20221208,2022,Q4,12,Dec,2022-12,Thursday,0,1,2022-12-08
20221209,2022,Q4,12,Dec,2022-12,Friday,0,1,2022-12-09
20221210,2022,Q4,12,Dec,2022-12,Saturday,1,1,2022-12-10
20221211,2022,Q4,12,Dec,2022-12,Sunday,1,1,2022-12-11
20221212,2022,Q4,12,Dec,2022-12,Monday,0,1,2022-12-12
20221213,2022,Q4,12,Dec,2022-12,Tuesday,0,1,2022-12-13
20221214,2022,Q4,12,Dec,2022-12,Wednesday,0,1,2022-12-14
20221215,2022,Q4,12,Dec,2022-12,Thursday,0,1,2022-12-15
20221216,2022,Q4,12,Dec,2022-12,Friday,0,1,2022-12-16
20221217,2022,Q4,12,Dec,2022-12,Saturday,1,1,2022-12-17
20221218,2022,Q4,12,Dec,2022-12,Sunday,1,1,2022-12-18
20221219,2022,Q4,12,Dec,2022-12,Monday,0,1,2022-12-19
20221220,2022,Q4,12,Dec,2022-12,Tuesday,0,1,2022-12-20
20221221,2022,Q4,12,Dec,2022-12,Wednesday,0,1,2022-12-21
20221222,2022,Q4,12,Dec,2022-12,Thursday,0,1,2022-12-22
20221223,2022,Q4,12,Dec,2022-12,Friday,0,1,2022-12-23
20221224,2022,Q4,12,Dec,2022-12,Saturday,1,1,2022-12-24
20221225,2022,Q4,12,Dec,2022-12,Sunday,1,1,2022-12-25
20221226,2022,Q4,12,Dec,2022-12,Monday,0,1,2022-12-26
20221227,2022,Q4,12,Dec,2022-12,Tuesday,0,1,2022-12-27
20221228,2022,Q4,12,Dec,2022-12,Wednesday,0,1,2022-12-28
20221229,2022,Q4,12,Dec,2022-12,Thursday,0,1,2022-12-29
20221230,2022,Q4,12,Dec,2022-12,Friday,0,1,2022-12-30
20221231,2022,Q4,12,Dec,2022-12,Saturday,1,1,2022-12-31
20230101,2023,Q1,1,Jan,2023-01,Sunday,1,1,2023-01-01
